userID,itemID,rating,category,occupation
980,42,1,Non Veg,student
980,10,3,Drinks,student
980,13,1,Drinks,student
1975,42,4,Non Veg,engineer
1975,34,4,SeaFood,engineer
1975,49,3,Non Veg,engineer
1975,45,3,Non Veg,engineer
1975,31,1,Non Veg,engineer
595,42,2,Non Veg,engineer
595,2,2,Non Veg,engineer
595,31,1,Non Veg,engineer
595,11,2,Drinks,engineer
658,42,2,Non Veg,dancer
658,42,1,Non Veg,dancer
658,12,3,Drinks,dancer
658,41,3,Veg,dancer
658,29,3,Non Veg,dancer
658,26,2,Drinks,dancer
858,42,3,Non Veg,dancer
858,2,2,Non Veg,dancer
858,30,3,SeaFood,dancer
858,28,1,Drinks,dancer
858,13,1,Drinks,dancer
858,29,4,Non Veg,dancer
858,11,4,Drinks,dancer
858,11,2,Drinks,dancer
1759,42,4,Non Veg,sportsperson
1759,24,4,Veg,sportsperson
1759,20,1,Veg,sportsperson
1759,8,1,Drinks,sportsperson
1962,42,3,Non Veg,professor
1962,30,4,SeaFood,professor
1962,43,4,Veg,professor
1962,37,1,Veg,professor
1962,49,3,Non Veg,professor
1962,36,4,SeaFood,professor
1962,18,2,Bakery,professor
1962,26,3,Drinks,professor
1362,42,2,Non Veg,professor
1362,14,2,Drinks,professor
1362,10,4,Drinks,professor
1362,26,2,Drinks,professor
967,42,2,Non Veg,musician
967,46,3,Veg,musician
379,42,4,Non Veg,sportsperson
379,18,1,Bakery,sportsperson
1818,42,1,Non Veg,dancer
1818,21,3,Veg,dancer
1818,15,4,Drinks,dancer
1818,5,2,Non Veg,dancer
142,42,2,Non Veg,professor
142,4,1,Non Veg,professor
142,5,1,Non Veg,professor
142,31,1,Non Veg,professor
1981,42,4,Non Veg,educator
1981,24,4,Veg,educator
1981,15,3,Drinks,educator
1981,5,2,Non Veg,educator
1006,42,1,Non Veg,architecturer
1006,30,1,SeaFood,architecturer
1006,7,4,Drinks,architecturer
1122,42,2,Non Veg,professor
1122,14,3,Drinks,professor
1122,23,4,Veg,professor
1122,33,3,SeaFood,professor
1495,42,1,Non Veg,engineer
1495,34,1,SeaFood,engineer
1495,38,1,Non Veg,engineer
1495,38,4,Non Veg,engineer
1495,12,4,Drinks,engineer
1495,45,2,Non Veg,engineer
40,42,4,Non Veg,student
40,34,2,SeaFood,student
40,48,3,Bakery,student
40,37,3,Veg,student
40,7,4,Drinks,student
40,41,4,Veg,student
40,41,2,Veg,student
917,42,4,Non Veg,musician
917,10,1,Drinks,musician
917,23,1,Veg,musician
917,40,2,Veg,musician
917,41,1,Veg,musician
917,8,3,Drinks,musician
917,31,2,Non Veg,musician
917,26,2,Drinks,musician
371,42,1,Non Veg,educator
371,30,2,SeaFood,educator
371,12,2,Drinks,educator
371,46,1,Veg,educator
371,5,4,Non Veg,educator
1227,42,1,Non Veg,musician
1227,38,4,Non Veg,musician
1227,40,2,Veg,musician
1227,35,1,SeaFood,musician
1227,1,1,EggFood,musician
1227,11,1,Drinks,musician
1763,42,3,Non Veg,scientist
1763,38,3,Non Veg,scientist
1763,2,1,Non Veg,scientist
1763,8,3,Drinks,scientist
1159,42,1,Non Veg,sportsperson
1159,24,4,Veg,sportsperson
1159,33,3,SeaFood,sportsperson
1685,42,1,Non Veg,engineer
1685,38,4,Non Veg,engineer
1685,4,4,Non Veg,engineer
1685,36,4,SeaFood,engineer
1685,11,1,Drinks,engineer
1052,42,4,Non Veg,professor
1052,45,2,Non Veg,professor
1052,35,1,SeaFood,professor
1052,11,3,Drinks,professor
1564,42,2,Non Veg,doctor
1564,38,3,Non Veg,doctor
1564,4,4,Non Veg,doctor
1564,44,4,Non Veg,doctor
1564,31,1,Non Veg,doctor
1839,42,1,Non Veg,sportsperson
1839,23,1,Veg,sportsperson
1839,20,2,Veg,sportsperson
1709,42,2,Non Veg,sportsperson
1709,42,1,Non Veg,sportsperson
1709,38,3,Non Veg,sportsperson
1709,24,1,Veg,sportsperson
1709,33,1,SeaFood,sportsperson
1007,42,1,Non Veg,musician
1007,38,4,Non Veg,musician
1007,2,1,Non Veg,musician
1007,8,3,Drinks,musician
1024,42,1,Non Veg,doctor
1024,26,1,Drinks,doctor
1487,42,1,Non Veg,musician
1487,38,4,Non Veg,musician
1487,41,1,Veg,musician
1487,31,1,Non Veg,musician
1487,29,3,Non Veg,musician
1487,29,3,Non Veg,musician
1487,11,4,Drinks,musician
784,42,3,Non Veg,doctor
784,34,2,SeaFood,doctor
784,21,1,Veg,doctor
784,38,1,Non Veg,doctor
784,43,3,Veg,doctor
784,28,4,Drinks,doctor
784,24,1,Veg,doctor
784,49,1,Non Veg,doctor
784,33,3,SeaFood,doctor
784,13,3,Drinks,doctor
784,31,4,Non Veg,doctor
784,29,3,Non Veg,doctor
176,42,1,Non Veg,architecturer
176,28,1,Drinks,architecturer
176,37,2,Veg,architecturer
176,7,3,Drinks,architecturer
176,13,3,Drinks,architecturer
176,1,1,EggFood,architecturer
128,42,4,Non Veg,dancer
128,34,2,SeaFood,dancer
128,23,2,Veg,dancer
128,20,4,Veg,dancer
128,40,4,Veg,dancer
1388,42,1,Non Veg,dancer
1388,31,1,Non Veg,dancer
1388,31,2,Non Veg,dancer
1388,1,4,EggFood,dancer
1739,34,3,SeaFood,sportsperson
1739,48,2,Bakery,sportsperson
1739,23,1,Veg,sportsperson
1739,13,3,Drinks,sportsperson
861,34,3,SeaFood,educator
861,24,3,Veg,educator
861,1,1,EggFood,educator
861,1,2,EggFood,educator
569,34,3,SeaFood,sportsperson
569,34,2,SeaFood,sportsperson
569,21,1,Veg,sportsperson
569,41,2,Veg,sportsperson
569,13,2,Drinks,sportsperson
569,35,2,SeaFood,sportsperson
569,35,3,SeaFood,sportsperson
569,1,3,EggFood,sportsperson
1525,34,4,SeaFood,engineer
1525,38,4,Non Veg,engineer
1525,38,4,Non Veg,engineer
1525,49,4,Non Veg,engineer
1525,18,2,Bakery,engineer
1525,29,1,Non Veg,engineer
912,34,2,SeaFood,professor
912,30,1,SeaFood,professor
912,37,3,Veg,professor
912,46,4,Veg,professor
912,13,2,Drinks,professor
1318,34,3,SeaFood,dancer
1318,43,3,Veg,dancer
1318,15,2,Drinks,dancer
1318,35,4,SeaFood,dancer
633,34,4,SeaFood,scientist
633,45,1,Non Veg,scientist
633,13,1,Drinks,scientist
633,13,4,Drinks,scientist
633,36,1,SeaFood,scientist
633,36,4,SeaFood,scientist
633,8,4,Drinks,scientist
1079,34,4,SeaFood,sportsperson
1079,30,1,SeaFood,sportsperson
1079,23,3,Veg,sportsperson
1079,49,3,Non Veg,sportsperson
1079,46,1,Veg,sportsperson
1079,44,3,Non Veg,sportsperson
1079,5,1,Non Veg,sportsperson
1079,40,2,Veg,sportsperson
1079,36,3,SeaFood,sportsperson
1013,34,3,SeaFood,scientist
1013,7,3,Drinks,scientist
1013,32,3,SeaFood,scientist
1013,40,4,Veg,scientist
1013,1,3,EggFood,scientist
1013,29,1,Non Veg,scientist
1909,34,4,SeaFood,sportsperson
1909,38,3,Non Veg,sportsperson
1909,46,3,Veg,sportsperson
1909,46,4,Veg,sportsperson
1909,15,2,Drinks,sportsperson
1909,1,4,EggFood,sportsperson
459,34,3,SeaFood,sportsperson
459,43,1,Veg,sportsperson
459,31,3,Non Veg,sportsperson
261,34,1,SeaFood,educator
261,4,2,Non Veg,educator
261,20,3,Veg,educator
261,40,3,Veg,educator
261,36,3,SeaFood,educator
261,1,2,EggFood,educator
280,34,2,SeaFood,student
280,21,2,Veg,student
280,37,4,Veg,student
280,40,1,Veg,student
280,29,4,Non Veg,student
1636,34,3,SeaFood,architecturer
1636,37,2,Veg,architecturer
1636,12,4,Drinks,architecturer
1636,4,3,Non Veg,architecturer
1636,24,1,Veg,architecturer
1636,36,4,SeaFood,architecturer
1636,11,3,Drinks,architecturer
832,34,2,SeaFood,professor
832,21,2,Veg,professor
832,48,4,Bakery,professor
832,45,3,Non Veg,professor
832,41,1,Veg,professor
832,13,2,Drinks,professor
832,11,2,Drinks,professor
1749,34,3,SeaFood,sportsperson
1749,4,1,Non Veg,sportsperson
1749,20,1,Veg,sportsperson
1749,15,1,Drinks,sportsperson
1749,36,1,SeaFood,sportsperson
1749,8,3,Drinks,sportsperson
1573,34,4,SeaFood,scientist
1573,13,1,Drinks,scientist
1573,29,3,Non Veg,scientist
972,34,1,SeaFood,professor
972,2,3,Non Veg,professor
972,37,1,Veg,professor
972,40,2,Veg,professor
64,34,3,SeaFood,doctor
64,48,4,Bakery,doctor
64,23,4,Veg,doctor
1136,34,1,SeaFood,architecturer
1136,14,2,Drinks,architecturer
1136,36,1,SeaFood,architecturer
1136,18,1,Bakery,architecturer
1794,34,1,SeaFood,doctor
1794,49,1,Non Veg,doctor
636,34,1,SeaFood,architecturer
636,20,3,Veg,architecturer
636,49,2,Non Veg,architecturer
636,18,4,Bakery,architecturer
636,29,4,Non Veg,architecturer
610,34,2,SeaFood,student
610,48,1,Bakery,student
610,43,1,Veg,student
610,49,4,Non Veg,student
610,32,2,SeaFood,student
610,15,3,Drinks,student
610,33,2,SeaFood,student
610,41,1,Veg,student
10,34,1,SeaFood,student
10,21,3,Veg,student
10,38,4,Non Veg,student
214,34,4,SeaFood,doctor
214,28,2,Drinks,doctor
214,7,2,Drinks,doctor
214,32,1,SeaFood,doctor
214,13,4,Drinks,doctor
973,34,4,SeaFood,scientist
973,21,1,Veg,scientist
973,43,2,Veg,scientist
973,43,2,Veg,scientist
973,1,3,EggFood,scientist
110,34,1,SeaFood,student
110,2,1,Non Veg,student
110,7,1,Drinks,student
110,24,3,Veg,student
110,13,4,Drinks,student
110,36,1,SeaFood,student
110,11,3,Drinks,student
1352,34,1,SeaFood,professor
1352,23,1,Veg,professor
1352,49,2,Non Veg,professor
1352,45,4,Non Veg,professor
1352,41,3,Veg,professor
1026,34,2,SeaFood,architecturer
1026,10,1,Drinks,architecturer
1026,12,3,Drinks,architecturer
1026,32,1,SeaFood,architecturer
1026,41,2,Veg,architecturer
1026,26,1,Drinks,architecturer
1748,34,3,SeaFood,dancer
1748,12,3,Drinks,dancer
1748,5,3,Non Veg,dancer
1748,45,4,Non Veg,dancer
1748,45,3,Non Veg,dancer
1258,34,2,SeaFood,dancer
1258,14,1,Drinks,dancer
1258,30,3,SeaFood,dancer
1258,10,2,Drinks,dancer
1258,44,1,Non Veg,dancer
1258,45,1,Non Veg,dancer
1258,13,1,Drinks,dancer
1258,18,4,Bakery,dancer
1638,34,4,SeaFood,dancer
1638,48,2,Bakery,dancer
1638,37,2,Veg,dancer
1638,7,1,Drinks,dancer
800,34,3,SeaFood,student
800,28,1,Drinks,student
800,37,2,Veg,student
800,18,4,Bakery,student
1377,34,3,SeaFood,musician
1377,32,1,SeaFood,musician
1377,13,3,Drinks,musician
1377,35,4,SeaFood,musician
1292,34,1,SeaFood,professor
1292,34,2,SeaFood,professor
1292,43,2,Veg,professor
1292,49,2,Non Veg,professor
1292,41,1,Veg,professor
1192,34,2,SeaFood,professor
1192,37,1,Veg,professor
1836,34,3,SeaFood,architecturer
1836,20,1,Veg,architecturer
1836,13,1,Drinks,architecturer
1836,11,3,Drinks,architecturer
808,34,2,SeaFood,dancer
808,30,2,SeaFood,dancer
808,24,4,Veg,dancer
808,32,3,SeaFood,dancer
808,40,1,Veg,dancer
567,34,4,SeaFood,musician
567,38,4,Non Veg,musician
567,23,4,Veg,musician
567,35,1,SeaFood,musician
1496,34,3,SeaFood,architecturer
1496,30,2,SeaFood,architecturer
1496,33,2,SeaFood,architecturer
1496,18,4,Bakery,architecturer
657,34,4,SeaFood,musician
218,34,3,SeaFood,dancer
218,28,3,Drinks,dancer
218,44,3,Non Veg,dancer
424,34,4,SeaFood,doctor
424,20,4,Veg,doctor
424,15,1,Drinks,doctor
424,8,1,Drinks,doctor
1236,34,3,SeaFood,architecturer
1236,4,1,Non Veg,architecturer
1236,36,4,SeaFood,architecturer
761,34,1,SeaFood,educator
761,30,4,SeaFood,educator
761,28,2,Drinks,educator
761,32,4,SeaFood,educator
761,5,1,Non Veg,educator
761,35,1,SeaFood,educator
761,35,4,SeaFood,educator
761,29,1,Non Veg,educator
29,34,4,SeaFood,sportsperson
29,2,2,Non Veg,sportsperson
29,46,3,Veg,sportsperson
29,15,1,Drinks,sportsperson
29,41,4,Veg,sportsperson
29,29,1,Non Veg,sportsperson
456,34,4,SeaFood,architecturer
456,23,1,Veg,architecturer
456,15,3,Drinks,architecturer
456,29,2,Non Veg,architecturer
456,11,4,Drinks,architecturer
1814,34,1,SeaFood,doctor
1814,14,2,Drinks,doctor
1814,21,4,Veg,doctor
1814,37,4,Veg,doctor
1814,20,3,Veg,doctor
1988,34,1,SeaFood,dancer
1988,20,1,Veg,dancer
1988,44,3,Non Veg,dancer
1988,15,2,Drinks,dancer
1988,33,2,SeaFood,dancer
372,34,2,SeaFood,professor
372,10,3,Drinks,professor
372,5,2,Non Veg,professor
372,45,4,Non Veg,professor
372,31,1,Non Veg,professor
935,34,2,SeaFood,engineer
935,14,3,Drinks,engineer
935,4,2,Non Veg,engineer
935,24,1,Veg,engineer
935,32,3,SeaFood,engineer
935,33,2,SeaFood,engineer
935,13,1,Drinks,engineer
873,34,2,SeaFood,scientist
873,2,2,Non Veg,scientist
873,5,2,Non Veg,scientist
873,35,2,SeaFood,scientist
873,1,3,EggFood,scientist
1702,34,2,SeaFood,professor
1702,20,2,Veg,professor
172,34,3,SeaFood,professor
172,10,1,Drinks,professor
172,10,3,Drinks,professor
172,24,2,Veg,professor
172,20,3,Veg,professor
172,32,3,SeaFood,professor
172,26,2,Drinks,professor
387,34,1,SeaFood,musician
387,48,2,Bakery,musician
387,43,2,Veg,musician
387,4,2,Non Veg,musician
387,8,3,Drinks,musician
208,34,2,SeaFood,dancer
208,28,3,Drinks,dancer
208,7,3,Drinks,dancer
208,36,3,SeaFood,dancer
208,26,1,Drinks,dancer
1314,34,1,SeaFood,doctor
1314,12,1,Drinks,doctor
1438,34,4,SeaFood,dancer
1438,21,3,Veg,dancer
1438,10,4,Drinks,dancer
1438,37,3,Veg,dancer
1438,24,4,Veg,dancer
1438,45,1,Non Veg,dancer
1438,40,3,Veg,dancer
1126,34,2,SeaFood,architecturer
1126,21,2,Veg,architecturer
1126,48,2,Bakery,architecturer
1126,49,1,Non Veg,architecturer
1126,44,2,Non Veg,architecturer
1126,15,2,Drinks,architecturer
1126,5,1,Non Veg,architecturer
1020,34,2,SeaFood,student
1020,46,4,Veg,student
1020,40,3,Veg,student
1020,35,1,SeaFood,student
1262,34,2,SeaFood,professor
1262,49,2,Non Veg,professor
1262,40,3,Veg,professor
1262,35,4,SeaFood,professor
1262,1,1,EggFood,professor
1698,34,4,SeaFood,dancer
1698,48,4,Bakery,dancer
1931,34,4,SeaFood,educator
1931,38,4,Non Veg,educator
1931,48,4,Bakery,educator
1931,2,4,Non Veg,educator
1931,49,3,Non Veg,educator
1931,15,2,Drinks,educator
1931,45,3,Non Veg,educator
1931,11,4,Drinks,educator
825,34,4,SeaFood,engineer
825,43,2,Veg,engineer
825,40,2,Veg,engineer
825,36,3,SeaFood,engineer
1251,34,2,SeaFood,educator
1251,10,3,Drinks,educator
1251,32,1,SeaFood,educator
1251,13,4,Drinks,educator
1251,36,3,SeaFood,educator
1251,1,3,EggFood,educator
283,34,4,SeaFood,scientist
283,43,4,Veg,scientist
283,4,4,Non Veg,scientist
283,32,2,SeaFood,scientist
283,45,3,Non Veg,scientist
283,45,2,Non Veg,scientist
283,31,1,Non Veg,scientist
1460,34,3,SeaFood,student
1460,21,4,Veg,student
1460,13,4,Drinks,student
842,34,4,SeaFood,professor
842,21,1,Veg,professor
842,21,4,Veg,professor
842,48,2,Bakery,professor
842,10,2,Drinks,professor
842,23,4,Veg,professor
842,23,1,Veg,professor
842,7,4,Drinks,professor
842,36,1,SeaFood,professor
842,8,3,Drinks,professor
662,34,4,SeaFood,professor
662,10,2,Drinks,professor
662,24,1,Veg,professor
662,46,2,Veg,professor
662,8,4,Drinks,professor
101,34,1,SeaFood,educator
101,14,4,Drinks,educator
101,20,3,Veg,educator
101,5,4,Non Veg,educator
101,45,4,Non Veg,educator
1093,34,3,SeaFood,scientist
1093,48,3,Bakery,scientist
1093,46,2,Veg,scientist
1093,36,4,SeaFood,scientist
1566,14,1,Drinks,architecturer
1566,48,3,Bakery,architecturer
1566,24,3,Veg,architecturer
1566,49,1,Non Veg,architecturer
247,14,1,Drinks,musician
247,2,2,Non Veg,musician
247,2,4,Non Veg,musician
247,49,4,Non Veg,musician
247,41,3,Veg,musician
247,29,1,Non Veg,musician
247,11,3,Drinks,musician
1363,14,3,Drinks,scientist
1363,30,2,SeaFood,scientist
1363,20,4,Veg,scientist
1363,45,3,Non Veg,scientist
1363,26,4,Drinks,scientist
166,14,1,Drinks,architecturer
166,48,3,Bakery,architecturer
166,8,2,Drinks,architecturer
166,26,1,Drinks,architecturer
129,14,4,Drinks,sportsperson
129,48,3,Bakery,sportsperson
129,28,1,Drinks,sportsperson
129,49,2,Non Veg,sportsperson
129,41,1,Veg,sportsperson
129,29,3,Non Veg,sportsperson
508,14,3,Drinks,dancer
508,37,4,Veg,dancer
508,44,3,Non Veg,dancer
508,33,4,SeaFood,dancer
508,45,4,Non Veg,dancer
508,18,4,Bakery,dancer
178,14,3,Drinks,dancer
178,38,4,Non Veg,dancer
178,48,3,Bakery,dancer
178,24,4,Veg,dancer
178,26,1,Drinks,dancer
1102,14,3,Drinks,professor
1102,21,1,Veg,professor
1102,30,3,SeaFood,professor
1102,24,3,Veg,professor
1102,41,2,Veg,professor
1102,35,1,SeaFood,professor
1887,14,2,Drinks,musician
1887,30,2,SeaFood,musician
1887,10,1,Drinks,musician
1887,46,3,Veg,musician
1887,8,3,Drinks,musician
572,14,3,Drinks,professor
572,45,1,Non Veg,professor
1174,14,1,Drinks,doctor
1174,21,2,Veg,doctor
1174,10,1,Drinks,doctor
1174,37,1,Veg,doctor
1174,12,1,Drinks,doctor
1174,20,2,Veg,doctor
1174,49,2,Non Veg,doctor
1174,13,4,Drinks,doctor
1146,14,2,Drinks,architecturer
1413,14,1,Drinks,scientist
1413,38,2,Non Veg,scientist
1413,38,4,Non Veg,scientist
1413,43,4,Veg,scientist
1413,46,1,Veg,scientist
1413,31,4,Non Veg,scientist
476,14,4,Drinks,architecturer
476,20,1,Veg,architecturer
476,49,1,Non Veg,architecturer
476,49,4,Non Veg,architecturer
476,5,3,Non Veg,architecturer
1978,14,4,Drinks,dancer
1978,48,2,Bakery,dancer
1978,23,4,Veg,dancer
1978,24,4,Veg,dancer
1978,49,3,Non Veg,dancer
1978,32,2,SeaFood,dancer
1978,8,4,Drinks,dancer
1198,14,4,Drinks,dancer
1198,33,3,SeaFood,dancer
614,14,3,Drinks,doctor
614,45,3,Non Veg,doctor
1543,14,3,Drinks,scientist
1543,14,1,Drinks,scientist
1543,48,1,Bakery,scientist
1543,23,3,Veg,scientist
1543,5,3,Non Veg,scientist
725,14,1,Drinks,engineer
725,21,4,Veg,engineer
725,12,4,Drinks,engineer
725,49,2,Non Veg,engineer
725,31,4,Non Veg,engineer
1448,14,4,Drinks,dancer
1448,23,4,Veg,dancer
1448,20,2,Veg,dancer
507,14,1,Drinks,musician
507,44,1,Non Veg,musician
507,15,1,Drinks,musician
1170,14,3,Drinks,student
1170,23,4,Veg,student
1170,4,3,Non Veg,student
1170,49,3,Non Veg,student
1170,15,4,Drinks,student
792,14,1,Drinks,professor
792,7,1,Drinks,professor
792,18,1,Bakery,professor
488,14,2,Drinks,dancer
488,4,1,Non Veg,dancer
488,24,2,Veg,dancer
488,40,4,Veg,dancer
752,14,1,Drinks,professor
752,48,1,Bakery,professor
752,23,3,Veg,professor
752,20,2,Veg,professor
752,46,2,Veg,professor
752,33,1,SeaFood,professor
752,40,4,Veg,professor
752,8,4,Drinks,professor
78,14,4,Drinks,dancer
78,33,2,SeaFood,dancer
78,36,4,SeaFood,dancer
78,18,4,Bakery,dancer
78,35,2,SeaFood,dancer
78,35,2,SeaFood,dancer
85,14,4,Drinks,engineer
85,31,1,Non Veg,engineer
927,14,2,Drinks,musician
927,21,1,Veg,musician
927,24,3,Veg,musician
1395,14,3,Drinks,engineer
1395,5,1,Non Veg,engineer
1395,36,2,SeaFood,engineer
1395,11,1,Drinks,engineer
1953,14,1,Drinks,scientist
1953,7,1,Drinks,scientist
1001,14,2,Drinks,educator
1001,37,1,Veg,educator
1001,12,1,Drinks,educator
1001,49,2,Non Veg,educator
1001,15,1,Drinks,educator
1001,36,1,SeaFood,educator
1001,1,4,EggFood,educator
1905,14,2,Drinks,engineer
1905,15,2,Drinks,engineer
1905,1,2,EggFood,engineer
273,14,1,Drinks,scientist
273,2,4,Non Veg,scientist
273,46,3,Veg,scientist
273,15,1,Drinks,scientist
1147,14,3,Drinks,musician
1147,10,4,Drinks,musician
1147,43,2,Veg,musician
1147,7,1,Drinks,musician
1147,15,2,Drinks,musician
1147,5,3,Non Veg,musician
1147,40,2,Veg,musician
276,14,2,Drinks,architecturer
276,23,1,Veg,architecturer
276,46,1,Veg,architecturer
1059,14,1,Drinks,sportsperson
1059,2,4,Non Veg,sportsperson
1059,44,2,Non Veg,sportsperson
1059,15,2,Drinks,sportsperson
1152,14,1,Drinks,professor
1152,20,3,Veg,professor
1152,44,1,Non Veg,professor
1152,31,1,Non Veg,professor
1152,35,4,SeaFood,professor
357,14,2,Drinks,musician
357,28,2,Drinks,musician
357,20,3,Veg,musician
1508,14,3,Drinks,dancer
1508,21,4,Veg,dancer
1508,28,1,Drinks,dancer
1508,20,1,Veg,dancer
1508,20,2,Veg,dancer
1508,36,3,SeaFood,dancer
1907,14,4,Drinks,musician
1907,14,3,Drinks,musician
1907,10,1,Drinks,musician
1907,12,3,Drinks,musician
1907,24,3,Veg,musician
1907,49,3,Non Veg,musician
275,14,1,Drinks,engineer
275,10,1,Drinks,engineer
275,7,1,Drinks,engineer
275,4,1,Non Veg,engineer
275,26,4,Drinks,engineer
275,11,4,Drinks,engineer
275,11,4,Drinks,engineer
1831,14,3,Drinks,educator
1831,40,3,Veg,educator
1831,13,3,Drinks,educator
1831,1,1,EggFood,educator
4,14,2,Drinks,doctor
4,40,2,Veg,doctor
4,41,1,Veg,doctor
4,8,4,Drinks,doctor
4,31,4,Non Veg,doctor
964,14,1,Drinks,doctor
964,24,3,Veg,doctor
964,44,2,Non Veg,doctor
795,14,4,Drinks,engineer
795,12,4,Drinks,engineer
795,15,3,Drinks,engineer
795,40,3,Veg,engineer
867,14,4,Drinks,musician
867,7,1,Drinks,musician
867,20,2,Veg,musician
867,49,2,Non Veg,musician
867,44,4,Non Veg,musician
867,5,3,Non Veg,musician
422,14,3,Drinks,professor
422,30,4,SeaFood,professor
422,37,1,Veg,professor
422,5,1,Non Veg,professor
422,13,3,Drinks,professor
1296,14,4,Drinks,architecturer
1296,2,3,Non Veg,architecturer
1296,7,1,Drinks,architecturer
1296,31,3,Non Veg,architecturer
1296,31,2,Non Veg,architecturer
1373,14,2,Drinks,scientist
1373,4,4,Non Veg,scientist
1649,14,2,Drinks,sportsperson
1649,21,4,Veg,sportsperson
1649,15,4,Drinks,sportsperson
1649,31,1,Non Veg,sportsperson
13,14,2,Drinks,scientist
13,24,4,Veg,scientist
13,15,1,Drinks,scientist
13,36,2,SeaFood,scientist
290,14,3,Drinks,student
290,38,2,Non Veg,student
290,28,4,Drinks,student
290,33,1,SeaFood,student
290,31,3,Non Veg,student
290,18,1,Bakery,student
434,14,4,Drinks,doctor
434,32,1,SeaFood,doctor
434,33,1,SeaFood,doctor
434,41,1,Veg,doctor
270,14,1,Drinks,student
270,32,3,SeaFood,student
270,33,4,SeaFood,student
270,8,2,Drinks,student
677,14,2,Drinks,musician
677,48,4,Bakery,musician
677,37,3,Veg,musician
677,35,2,SeaFood,musician
677,1,3,EggFood,musician
403,14,1,Drinks,scientist
403,23,2,Veg,scientist
403,37,2,Veg,scientist
403,5,2,Non Veg,scientist
592,14,1,Drinks,professor
592,12,1,Drinks,professor
592,20,3,Veg,professor
592,44,2,Non Veg,professor
592,45,3,Non Veg,professor
592,36,3,SeaFood,professor
592,11,4,Drinks,professor
806,14,4,Drinks,architecturer
806,24,2,Veg,architecturer
394,14,2,Drinks,doctor
394,38,2,Non Veg,doctor
394,48,4,Bakery,doctor
394,2,1,Non Veg,doctor
394,40,3,Veg,doctor
394,11,3,Drinks,doctor
433,21,1,Veg,scientist
433,31,1,Non Veg,scientist
433,1,4,EggFood,scientist
1326,21,4,Veg,architecturer
1326,10,1,Drinks,architecturer
1326,12,2,Drinks,architecturer
1326,46,1,Veg,architecturer
1326,41,1,Veg,architecturer
1600,21,4,Veg,student
1815,21,4,Veg,engineer
1815,2,1,Non Veg,engineer
1815,24,4,Veg,engineer
1290,21,2,Veg,student
1290,4,3,Non Veg,student
1290,5,3,Non Veg,student
1320,21,1,Veg,student
1320,37,4,Veg,student
1320,24,4,Veg,student
1320,40,4,Veg,student
1320,26,3,Drinks,student
1516,21,2,Veg,architecturer
1516,28,1,Drinks,architecturer
1516,15,4,Drinks,architecturer
664,21,1,Veg,doctor
664,43,1,Veg,doctor
664,12,2,Drinks,doctor
664,8,4,Drinks,doctor
664,26,4,Drinks,doctor
112,21,4,Veg,professor
112,32,1,SeaFood,professor
112,46,3,Veg,professor
112,18,2,Bakery,professor
112,1,1,EggFood,professor
1582,21,1,Veg,professor
1582,2,4,Non Veg,professor
1582,28,4,Drinks,professor
1582,12,4,Drinks,professor
1582,20,1,Veg,professor
1582,20,2,Veg,professor
1582,49,2,Non Veg,professor
1582,44,2,Non Veg,professor
1582,8,1,Drinks,professor
1582,31,2,Non Veg,professor
1582,35,2,SeaFood,professor
1582,29,4,Non Veg,professor
1582,29,3,Non Veg,professor
1582,26,4,Drinks,professor
161,21,4,Veg,educator
161,12,3,Drinks,educator
161,4,3,Non Veg,educator
161,20,1,Veg,educator
161,44,2,Non Veg,educator
161,5,2,Non Veg,educator
161,18,2,Bakery,educator
1278,21,1,Veg,dancer
1278,41,1,Veg,dancer
1278,41,2,Veg,dancer
1278,36,4,SeaFood,dancer
1278,31,4,Non Veg,dancer
1144,21,4,Veg,doctor
1144,2,2,Non Veg,doctor
1144,8,1,Drinks,doctor
492,21,4,Veg,professor
492,21,3,Veg,professor
492,4,3,Non Veg,professor
1646,21,4,Veg,architecturer
1646,2,4,Non Veg,architecturer
1646,20,2,Veg,architecturer
1646,41,1,Veg,architecturer
919,21,3,Veg,sportsperson
919,2,1,Non Veg,sportsperson
919,10,1,Drinks,sportsperson
919,37,4,Veg,sportsperson
919,4,4,Non Veg,sportsperson
919,41,2,Veg,sportsperson
1281,21,1,Veg,educator
1281,30,3,SeaFood,educator
1281,30,4,SeaFood,educator
1281,5,4,Non Veg,educator
171,21,4,Veg,educator
171,23,1,Veg,educator
171,45,3,Non Veg,educator
171,45,4,Non Veg,educator
893,21,1,Veg,scientist
893,38,4,Non Veg,scientist
893,2,1,Non Veg,scientist
847,21,2,Veg,musician
847,23,3,Veg,musician
847,36,4,SeaFood,musician
1604,21,4,Veg,doctor
1604,37,2,Veg,doctor
1604,12,2,Drinks,doctor
1604,49,3,Non Veg,doctor
1604,36,4,SeaFood,doctor
1604,8,3,Drinks,doctor
1604,35,1,SeaFood,doctor
1140,21,3,Veg,student
1140,24,2,Veg,student
1140,49,4,Non Veg,student
1140,36,1,SeaFood,student
1924,21,2,Veg,doctor
1924,48,2,Bakery,doctor
1924,18,1,Bakery,doctor
1924,29,4,Non Veg,doctor
1924,11,3,Drinks,doctor
1283,21,3,Veg,scientist
1283,10,1,Drinks,scientist
1283,5,1,Non Veg,scientist
1283,29,3,Non Veg,scientist
1521,21,4,Veg,educator
1521,38,1,Non Veg,educator
